Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
LOT CAFE GRAIN ESPRESSO ELITE 3,17.0,PC (1 KG),Cafe,dimanche,2024-04,A,12,128.0
LOT CAFE GRAINS  PUR EXPRESS,56.0,KG (1 KG),Cafe,lundi,2024-04,A,12,73.0
MAIS EN BOITE,16.0,BTE (340 GR),Epicerie,dimanche,2024-04,A,12,92.0
MANGUE,17.0,PC,Fruits & Legumes Frais,samedi,2024-04,A,12,39.0
MARINADE POULET GRILLE 2KG PB,30.0,PC (1 KG),Volaille Surgelée,dimanche,2024-04,A,12,36.0
MAYO 5L DEJ,165.0,KG (5000 GR),Beurre Oeuf Fromage,dimanche,2024-04,A,12,170.0
MENTHE SECHE,0.3,KG,Epicerie,vendredi,2024-04,D,12,2.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,lundi,2024-04,D,12,80.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,lundi,2024-04,D,12,80.0
MIEL DOUX & FRAIS,7.0,PC (1 PC),Epicerie,jeudi,2024-04,C,12,11.0
MIX A CREPE FRANCAISE,80.0,SAC (1 SAC),Pâtisseries,jeudi,2024-04,B,12,150.0
MOUSSE CHOCOLAT,1.0,PC,Pâtisseries,mardi,2024-04,D,12,4.0
MOUTARDE DIJON 840 GR,6.0,BTE (840 GR),Epicerie,mardi,2024-04,B,12,25.0
NAPPAGE,1.0,PC,Pâtisseries,mardi,2024-04,C,12,14.0
NOISETTE GRILLEE CONCASSEE,1.0,PC (1 KG),Fruits Secs,mardi,2024-04,D,12,3.0
NOIX DE CAJOU GRILLES SALEES 65GR,24.0,PC (1 PC),Fruits Secs,vendredi,2024-04,B,12,96.0
NUGGETS PANE PB,50.0,PC (1 PC),Volaille Surgelée,jeudi,2024-04,A,12,275.0
OEUFS,34.0,PC (30 PC),Beurre Oeuf Fromage,dimanche,2024-04,A,12,83.0
OIGNONS BLANC,108.4,KG,Legumes Frais,lundi,2024-04,A,12,127.3
OLIVE DENOYETE,28.0,KG,Legumes Frais,vendredi,2024-04,B,12,35.0
OLIVE NOIRE SLICE,17.0,KG,Legumes Frais,dimanche,2024-04,B,12,35.0
OLIVE VIOLETTE,3.0,KG,Legumes Frais,lundi,2024-04,C,12,14.0
ORANGINA BOITE 24 CL,281.0,BTE (1 BTE),Eaux et Sodas,dimanche,2024-04,A,12,347.0
PAILLE ENVELOPPE 7.5MM COLORE,47.0,SCH (50 PC),Consommable,dimanche,2024-04,B,12,47.0
PAIN CHAWARMA *10,72.0,PQT (10 PC),Boulangerie_R,dimanche,2024-04,A,12,115.0
PAIN DE MIE CEREALE,8.0,PC (1 PC),Boulangerie_R,mardi,2024-04,B,12,130.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,250.0,PC (1 PC),Viennoiserie,dimanche,2024-04,B,12,1200.0
PAIN SHNEK AU RAISIN MARGARINE,100.0,PC (1 KG),Pâtisseries,samedi,2024-04,C,12,700.0
PAPIER ALUM DE 100,2.0,PC (1 PC),Consommable,mercredi,2024-04,B,12,9.0
PAPIER SERVIETTE GOURMANDISE,80.0,PC (1 PC),Consommable,lundi,2024-04,B,12,128.0
PAPRIKA DOUX,1.0,KG (1 KG),Fruits & Legumes Frais,dimanche,2024-04,C,12,3.0
PAPRIKA FORT,1.0,KG (1 KG),Epicerie,dimanche,2024-04,C,12,3.0
PAQUET 17/4,126.0,PC (1 PC),Consommable,mercredi,2024-04,C,12,300.0
PATE PIZZA FOCACCIA 12/40,88.0,PC (1 PC),Boulangerie_R,dimanche,2024-04,A,12,170.0
PEPPERONI,1.8,KG (1 KG),Charcuterie,dimanche,2024-04,A,12,4.8
PILLE AA,20.0,PC (1 GR),Fournitures de Bureau,samedi,2024-04,D,12,20.0
PIMENT DOUX,38.7,KG (1 KG),Legumes Frais,mardi,2024-04,A,12,97.3
PIMENT FORT,15.0,KG (1 KG),Legumes Frais,dimanche,2024-04,A,12,78.95
PIMENT ROUGE SALLE,1.0,KG (1 KG),Legumes Frais,mercredi,2024-04,B,12,20.0
POCHETTE CROISSANT 15*7*29,2.0,PC (1000 PC),Consommable,samedi,2024-04,C,12,4.0
POIS CHICHE KG,1.0,PC (1 PC),Legumes Secs,dimanche,2024-04,C,12,8.0
POIVRE NOIR MOULU,1.0,PC (1 KG),Epicerie,dimanche,2024-04,B,12,3.0
POMME DE TERRE,67.65,KG (1 KG),Legumes Frais,lundi,2024-04,A,12,292.25
POUDRE TENDERS PB,35.0,KG (1 KG),Volaille Surgelée,dimanche,2024-04,B,12,42.0
POULET PANE AMANDE PB,200.0,PC (40 PC),Volaille Surgelée,dimanche,2024-04,A,12,350.0
QUATRE EPICES MOULU,1.0,PC (1 KG),Epicerie,dimanche,2024-04,C,12,3.0
RACLETTE,2.0,PC (1 PC),Hygiène,samedi,2024-04,B,12,7.0
RAME PAPIER A4,13.0,PC,Fournitures de Bureau,samedi,2024-04,B,12,23.0
ROQUETTE SALADE BARQUETTE,1.9,KG (1 KG),Legumes Frais,mardi,2024-04,A,12,5.9
ROULEAU CAISSE 80*80,135.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-04,A,12,205.0
ROULEAU TPE,230.0,PC (1 PC),Fournitures de Bureau,lundi,2024-04,A,12,286.0
SAC BOUTIQUE GDISE HD 50/45 BLANC,500.0,PC,Consommable,mardi,2024-04,D,12,1000.0
SACHET BRETELLES 38X60 MF,50.0,PC (1 PC),Consommable,mardi,2024-04,B,12,225.0
SALADE LAITUE TUN,248.0,KG (1 KG),Legumes Frais,dimanche,2024-04,A,12,393.7
SANEX,52.0,PC (1 PC),Hygiène,lundi,2024-04,A,12,100.0
SANIT SURF,12.0,PC (1 PC),Hygiène,dimanche,2024-04,A,12,51.0
SAUCE A L'AIL,3.0,PC,Epicerie,lundi,2024-04,B,12,12.0
SAUCE A L'AIL PB,10.0,L (1 KG),Epicerie,dimanche,2024-04,A,12,11.0
SAUCE BARBECUE PB,10.0,KG (1 KG),Epicerie,mardi,2024-04,D,12,15.0
SAUCE MAYONNAISE PESTO PB,10.0,L (1 L),Epicerie,dimanche,2024-04,A,12,11.0
SAUCE PESTO PB,4.0,KG (1 KG),Epicerie,dimanche,2024-04,A,12,5.0
SAUCE PLAN B 5KG,9.0,SEAU (1000 GR),Epicerie,jeudi,2024-04,B,12,25.0
SEL FIN DE TABLE,10.0,PC (1 KG),Epicerie,mardi,2024-04,B,12,23.0
SERPILLERE,84.0,PC (1 PC),Hygiène,lundi,2024-04,A,12,122.0
SERVIETTE 30*30 CIGUSTA,48.0,PC (1 PC),Consommable,samedi,2024-04,B,12,192.0
SUCRE EN SACHET CI-GUSTA,10.0,PC (1 PC),Cafe,lundi,2024-04,B,12,120.0
SUCRE EN SACHET DAILY BREAK,90.0,PC (1 KG),Cafe,dimanche,2024-04,A,12,230.0
SUCRE GLACE,1.0,PC (1 PC),Pâtisseries,mardi,2024-04,D,12,27.0
THON EN BOITES,81.0,BTE (2.05 KG),Conserve de Poisson,lundi,2024-04,A,12,164.0
TOMATE CERISES,5.300000000000001,KG (1 KG),Legumes Frais,lundi,2024-04,A,12,24.95
TOMATE CONCENTRE 4/4,13.0,PC,Epicerie,dimanche,2024-04,D,12,24.0
TOMATE FRAICHE,304.2,KG (1 KG),Legumes Frais,dimanche,2024-04,A,12,526.85
TOMATES SECHEES,2.6,PC (1000 GR),Epicerie,dimanche,2024-04,B,12,5.0
TOQUE CHEF,5.0,PC (1 PC),Hygiène,vendredi,2024-04,C,12,6.0
VARIANTES,3.0,KG (1 KG),Legumes Frais,dimanche,2024-04,D,12,10.0
VIANDE HACHEE SPECIAL RESTO,47.3,PC (1 KG),Viandes Fraiches,dimanche,2024-04,A,12,191.07
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,9.3,KG (1000 GR),Viandes Fraiches,dimanche,2024-04,A,12,11.0
VINAIGRE 1L,1.0,L (1000 GR),Epicerie,dimanche,2024-04,D,12,12.0
AIL,6.0,KG,Legumes Frais,vendredi,2024-05,B,13,8.3
AIL EN POUDRE,1.0,KG (1 KG),Fruits & Legumes Frais,samedi,2024-05,C,13,2.0
AJAX VITRE,19.0,PC (1 PC),Hygiène,mercredi,2024-05,A,13,32.0
ALKASURF DDA 5KG,1.0,PC (1 PC),Hygiène,samedi,2024-05,D,13,15.0
AMANDE EFFILEE,2.0,PC (1 KG),Fruits Secs,dimanche,2024-05,B,13,4.0
AMANDES GRILEES SALEES 70GR,36.0,PC (1 PC),Fruits Secs,vendredi,2024-05,B,13,84.0
ASEPCLOR,20.0,PC (1 PC),Hygiène,jeudi,2024-05,A,13,60.0
AUBERGINE LEGUME,13.0,KG (1 KG),Legumes Frais,vendredi,2024-05,A,13,17.85
BACON BOEUF FUME TRANCHES ( 300GR),5.4,KG (1000 GR),Viandes Fraiches,jeudi,2024-05,A,13,6.9
BACON DE DINDE TRANCHES (1 - 1.5 KG),34.0,KG (1 KG),Charcuterie,mercredi,2024-05,B,13,43.0
BACTYGEL 703 CF,1.0,BTL (1 BTL),Hygiène,samedi,2024-05,B,13,4.0
BALAIS SANS MANCHE,4.0,PC (1 PC),Hygiène,samedi,2024-05,C,13,9.0
BANANE,18.0,KG (1 PC),Fruits & Legumes Frais,mardi,2024-05,A,13,155.0
BASILIC BARQUETTE,3.0,KG,Legumes Frais,mercredi,2024-05,A,13,11.05
BISCUIT TUC,48.0,PC (1 PC),Epicerie,vendredi,2024-05,D,13,120.0
BLOUSE NON TISSEE,5.0,PC (1 KG),Hygiène,vendredi,2024-05,C,13,36.0
BOGA LIM PET 0.5,479.0,PC (1 PC),Eaux et Sodas,mercredi,2024-05,A,13,479.0
BOGA PET 30CL,228.0,PQT (1 PQT),Eaux et Sodas,mercredi,2024-05,B,13,261.0
BOITE FRAPPE CAFE 1.36KG MONIN,1.0,BTE (1360 GR),Pâtisseries,vendredi,2024-05,C,13,6.0
BOITE FRAPPE VANILLE 1.36KG MONIN,1.0,KG (1 KG),Pâtisseries,mercredi,2024-05,C,13,6.0
BOUTEILLE DE VINAIGRETTE 250ML,8.0,PC (250 GR),Epicerie,mercredi,2024-05,A,13,16.0
Beurre 200Gr,41.0,PC (200 GR),Beurre Oeuf Fromage,lundi,2024-05,C,13,83.0
CACAHUETES GRILLEES SALEES 70GR,24.0,PC (1 PC),Fruits Secs,vendredi,2024-05,C,13,60.0
CAKE CHOCOLAT PBC,80.0,PC (1 PC),Viennoiserie,mercredi,2024-05,B,13,88.0
CAKE CITRON PBC,98.0,PC (1 PC),Viennoiserie,mercredi,2024-05,B,13,216.0
CAKE MARBRE MARGARINE,330.0,PC (1 PC),Pâtisseries,mercredi,2024-05,A,13,561.0
CAKE MARBRE PBC,319.0,PC (1 PC),Viennoiserie,mercredi,2024-05,A,13,363.0
CAKE NATURE MARGARINE,132.0,PC (1 PC),Pâtisseries,samedi,2024-05,C,13,132.0
CAKE ORANGE PBC,170.0,PC (1 PC),Viennoiserie,mercredi,2024-05,B,13,170.0
CAROTTE,28.35,KG (1 KG),Legumes Frais,jeudi,2024-05,A,13,67.1
CAROTTE CAKE PBC,319.0,PC (1 PC),Viennoiserie,mercredi,2024-05,B,13,330.0
CELTIA FUT DE 50L,2.0,PC (50 L),Alcools,mercredi,2024-05,B,13,6.0
CHAMPIGNON FRAIS BARQUETTE,21.0,KG,Legumes Frais,mercredi,2024-05,A,13,34.5
CHAPLUR,1.0,PC (1 KG),Epicerie,jeudi,2024-05,C,13,16.0
CHOCOLAT CHAUD EN POUDRE,5.0,KG (1 KG),Cafe,vendredi,2024-05,B,13,7.0
CHOCOLAT EN POUDRE,43.0,PC (0.2 KG),Cafe,jeudi,2024-05,A,13,86.0
CHOUX ROUGE,4.75,PC (1 PC),Legumes Frais,vendredi,2024-05,A,13,9.6
CITRON,10.85,KG (1 KG),Legumes Frais,lundi,2024-05,A,13,16.75
CITRON SALLE,7.0,KG (1 KG),Legumes Frais,lundi,2024-05,B,13,28.0
COCA COLA PET 30CL,396.0,PQT (1 PQT),Eaux et Sodas,mercredi,2024-05,B,13,435.0
COCA COLA ZERO 30 CL,109.0,PC (1 PC),Eaux et Sodas,jeudi,2024-05,B,13,148.0
COFFRET PORTRAIT AV SEP 11.5/11.5,30.0,PC,Consommable,mercredi,2024-05,C,13,175.0
CONCOMBRE,80.30000000000001,KG (1 KG),Legumes Frais,vendredi,2024-05,A,13,177.692
COOKIES,40.0,PC,Viennoiserie,samedi,2024-05,C,13,120.0
CORNICHON FRAIS,6.0,KG (1 KG),Legumes Frais,mercredi,2024-05,B,13,12.0
COURGE,11.75,KG (1 KG),Legumes Frais,vendredi,2024-05,B,13,47.65
COURGETTE,16.25,KG (1 KG),Legumes Frais,samedi,2024-05,A,13,28.6
COUSCOUS EN PAQUET,6.0,PC (1 PC),Epicerie,mercredi,2024-05,D,13,28.0
COUTEAU A PAIN 20CM,1.0,PC (1 PC),Accessoire & couvert,vendredi,2024-05,C,13,5.0
COUVERCLE SANS TROU PET BOMBE 80MM,400.0,PC (1 PC),Consommable,vendredi,2024-05,D,13,600.0
CREME A FOUETTER,8.0,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-05,B,13,16.0
CREME CHANTILLY,1.0,PC,Pâtisseries,lundi,2024-05,D,13,11.0
CUISSE DE POULET FRAIS,12.84,KG (1 KG),Volaille Fraiche,samedi,2024-05,C,13,47.85
Citronnade La Classique 1LITRE,40.0,L (1 L),Jus Fruit Lait,mercredi,2024-05,D,13,40.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,165.0,PC (1 PC),Epicerie,mercredi,2024-05,A,13,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,120.0,PC (1 PC),Epicerie,vendredi,2024-05,B,13,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,105.0,PC (1 PC),Epicerie,mercredi,2024-05,A,13,165.0
DINOL,80.0,BIDON (1 KG),Hygiène,mercredi,2024-05,A,13,135.0
EMINCE DE BOEUF PORT. SURGELE,25.985,KG (1000 GR),Viandes Surgelées,mercredi,2024-05,A,13,79.49000000000001
ESCALOPE POULET FRAIS,296.01,PC (1 KG),Volaille Surgelée,vendredi,2024-05,A,13,503.16
ESCALOPE POULET PANE CONGELE,56.78,KG (1 KG),Volaille Surgelée,jeudi,2024-05,A,13,128.91
ESSUIT TOUT JUMBO,96.0,PC (1 KG),Hygiène,mercredi,2024-05,A,13,157.0
FANTA PET 30CL,156.0,PC (1 PQT),Eaux et Sodas,mercredi,2024-05,B,13,312.0
FARINE EN PAQUET,3.0,PC (1 KG),Epicerie,jeudi,2024-05,A,13,252.0
FILM ETIRABLE 725GR,21.0,PC (1 GR),Consommable,mercredi,2024-05,A,13,38.0
FRAISE FRAIS,58.85,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-05,A,13,64.35
FRITE SURGELE 9/9 CLASSIC 2.5 KG,156.75,KG (2.5 KG),Legumes Surgelés,mercredi,2024-05,A,13,290.0
FROMAGE CHEDDAR EN BLOC,30.0,KG,Beurre Oeuf Fromage,vendredi,2024-05,A,13,65.0
FROMAGE EDAM MEULE,8.662,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-05,B,13,35.622
FROMAGE LAND OR,22.6,PC (1 KG),Beurre Oeuf Fromage,mercredi,2024-05,A,13,25.4
FROMAGE MAASDAM EN BLOC PB,40.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-05,A,13,65.5
FROMAGE MEULE GOUDA KG,11.4,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-05,A,13,32.932
FROMAGE MOZARELLA CARRE KG,70.0,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-05,B,13,145.0
FROMAGE PARMESAN PB,1.0,KG (0.2 KG),Beurre Oeuf Fromage,vendredi,2024-05,A,13,3.8
FROMAGE SICILIEN,2.89,KG (1 KG),Beurre Oeuf Fromage,dimanche,2024-05,D,13,5.946
FUT HEINEKEIN,60.0,PC (1 L),Alcools,samedi,2024-05,B,13,240.0
GANT EN PLASTIQUE,4.0,PC (1 PC),Hygiène,jeudi,2024-05,D,13,24.0
GARCI GAZ P.E.T 1 L,220.0,L (1 GR),Eaux et Sodas,mercredi,2024-05,A,13,344.0
GATEAU CHOCOLAT PBC,40.0,PC (1 PC),Viennoiserie,samedi,2024-05,B,13,100.0
GOBLET PP TRANSPARENT 200CC/80MM YOZEL,400.0,PC (1 PC),Consommable,vendredi,2024-05,D,13,700.0
GOBLET TRANS 0.5L,1800.0,PC,Consommable,vendredi,2024-05,D,13,1800.0
HARISSA 450G,9.0,BTE (1 BTE),Epicerie,jeudi,2024-05,C,13,17.0
HARISSA 5/2,46.0,BOTTE (1 BTE),Epicerie,mercredi,2024-05,A,13,53.0
HUILE D'OLIVE POMACE,14.25,L,Epicerie,jeudi,2024-05,B,13,28.5
HUILE VEGETALE 5L,54.0,L (5 PC),Epicerie,mercredi,2024-05,A,13,54.0
JAMBON DE BOEUF FUME,7.0,KG (1 KG),Charcuterie,vendredi,2024-05,A,13,18.1
JAMBON DE DINDE,16.65,PC (1 KG),Charcuterie,jeudi,2024-05,A,13,34.15
JEX CARRE,72.0,PC (1 PC),Hygiène,mercredi,2024-05,A,13,180.0
JOUR ET NUIT BLANC 1/2,18.0,PC (1 PC),Alcools,samedi,2024-05,C,13,52.0
JOUR ET NUIT ROUGE 1/2,5.0,PC (1 PC),Alcools,samedi,2024-05,C,13,48.0
KETCHUP BIDON 5L,11.0,PC (1 KG),Epicerie,mercredi,2024-05,B,13,35.0
KINDER BUENO,120.0,PC (1 PC),Epicerie,mercredi,2024-05,A,13,300.0
KINDER T4,120.0,PC (1 PC),Epicerie,vendredi,2024-05,B,13,180.0
LAVETTE COTON,106.0,PC (1 PC),Hygiène,mercredi,2024-05,A,13,149.0
LOT CAFE GRAIN ESPRESSO ELITE 3,10.0,PC (1 KG),Cafe,vendredi,2024-05,A,13,128.0
MAIS EN BOITE,23.0,PC (1 KG),Conserve de légumes,vendredi,2024-05,A,13,92.0
MANGUE,10.0,PC (1 PC),Fruits & Legumes Frais,samedi,2024-05,A,13,39.0
MARINADE POULET GRILLE 2KG PB,32.0,PC (1 KG),Volaille Surgelée,mercredi,2024-05,A,13,36.0
MAYO 5L DEJ,130.0,KG (5000 GR),Beurre Oeuf Fromage,jeudi,2024-05,A,13,170.0
MENTHE FRAICHE,1.0,PC (1 PC),Legumes Frais,mardi,2024-05,B,13,16.0
MENTOS ROLLS FRUIT FLAVOUR,40.0,PC (1 PC),Epicerie,jeudi,2024-05,D,13,80.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,vendredi,2024-05,D,13,80.0
MENTOS ROLLS STRAWBERRY,80.0,PC (1 PC),Epicerie,vendredi,2024-05,D,13,80.0
MENTOS ROLLS TUTTI FRUTTI,80.0,PC (1 PC),Epicerie,vendredi,2024-05,D,13,80.0
MIX A CREPE FRANCAISE,50.0,SAC (1 SAC),Pâtisseries,vendredi,2024-05,B,13,150.0
MOELLEUX CHOCOLAT,72.0,PC (1 PC),Viennoiserie,dimanche,2024-05,C,13,108.0
MOUSSE CHOCOLAT,1.0,PC,Pâtisseries,vendredi,2024-05,D,13,4.0
MOUTARDE DIJON 840 GR,8.0,BTE (840 GR),Epicerie,vendredi,2024-05,B,13,25.0
MUFFINS VANILLE,96.0,PC,Viennoiserie,mercredi,2024-05,B,13,96.0
NAPPAGE,1.0,PC (1 PC),Pâtisseries,dimanche,2024-05,C,13,14.0
NOIX DE CAJOU GRILLES SALEES 65GR,36.0,PC (1 PC),Fruits Secs,vendredi,2024-05,B,13,96.0
NUGGETS PANE PB,50.0,PC (1 PC),Volaille Surgelée,mercredi,2024-05,A,13,275.0
NUTELLA & GO 52 GR,72.0,PC (1 PC),Epicerie,vendredi,2024-05,C,13,192.0
OEUFS,41.0,PC (30 PC),Beurre Oeuf Fromage,mercredi,2024-05,A,13,83.0
OIGNONS BLANC,127.3,KG (1 KG),Legumes Frais,mercredi,2024-05,A,13,127.3
OLIVE DENOYETE,7.0,KG (1 KG),Legumes Frais,mercredi,2024-05,B,13,35.0
OLIVE NOIRE SLICE,22.0,KG (1 KG),Legumes Frais,samedi,2024-05,B,13,35.0
OLIVE VIOLETTE,3.0,KG (1 KG),Legumes Frais,vendredi,2024-05,C,13,14.0
ORANGINA BOITE 24 CL,48.0,BTE (1 BTE),Eaux et Sodas,mercredi,2024-05,A,13,347.0
PACK FOOD BOWL + COUVERCLE 1.2 L,117.0,PC (1 PC),Consommable,mercredi,2024-05,B,13,175.0
PAILLE ENVELOPPE 7.5MM COLORE,43.0,SCH (50 PC),Consommable,jeudi,2024-05,B,13,47.0
PAILLE ENVELOPPE 7.5MM NOIR,14.0,SCH (100 PC),Consommable,vendredi,2024-05,B,13,33.0
PAIN CHAWARMA *10,85.0,PQT (10 PC),Boulangerie_R,jeudi,2024-05,A,13,115.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,225.0,PC (1 PC),Viennoiserie,mercredi,2024-05,B,13,1200.0
PAIN SHNEK AU RAISIN MARGARINE,200.0,PC (1 KG),Pâtisseries,mercredi,2024-05,C,13,700.0
PAPIER ALUM DE 100,5.0,PC (1 PC),Consommable,mercredi,2024-05,B,13,9.0
PAPIER SERVIETTE GOURMANDISE,120.0,PC,Consommable,mercredi,2024-05,B,13,128.0
PATE PAPILLON,4.0,PC (1 KG),Epicerie,samedi,2024-05,D,13,24.0
PATE PIZZA FOCACCIA 12/40,64.0,PC (1 PC),Boulangerie_R,jeudi,2024-05,A,13,170.0
PECHES,10.0,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-05,A,13,27.5
PEPITTE DE DECORATION NOIRE KG,1.7,KG (1000 GR),Epicerie,dimanche,2024-05,D,13,8.5
PEPPERONI,2.7,KG (1 KG),Charcuterie,jeudi,2024-05,A,13,4.8
PIECE RONDE BOEUF,4.45,KG (1 KG),Viandes Surgelées,mardi,2024-05,D,13,24.200000000000003
PIMENT DOUX,71.9,KG (1 KG),Legumes Frais,mercredi,2024-05,A,13,97.3
PIMENT FORT,23.7,KG (1 KG),Legumes Frais,samedi,2024-05,A,13,78.95
PIMENT ROUGE SALLE,10.0,KG (1 KG),Legumes Frais,lundi,2024-05,B,13,20.0
POCHETTE CROISSANT 15*7*29,1.0,PC (1000 PC),Consommable,jeudi,2024-05,C,13,4.0
POIS CHICHE KG,2.0,PC (1 PC),Legumes Secs,mercredi,2024-05,C,13,8.0
POIVRE NOIR MOULU,1.0,PC (1 KG),Epicerie,mercredi,2024-05,B,13,3.0
POMME DE TERRE,155.0,KG (1 KG),Legumes Frais,jeudi,2024-05,A,13,292.25
POUDRE TENDERS PB,30.0,KG (1 KG),Volaille Surgelée,jeudi,2024-05,B,13,42.0
POULET PANE AMANDE PB,160.0,PC (40 PC),Volaille Surgelée,mercredi,2024-05,A,13,350.0
PUREE ANANAS 1 L,1.0,PC (1 L),Epicerie,vendredi,2024-05,D,13,2.0
PUREE DE BANANE 1L,1.0,PC (1 L),Epicerie,vendredi,2024-05,D,13,2.0
PUREE FRAISE 1.32KG MONIN,1.0,KG (1320 GR),Pâtisseries,dimanche,2024-05,D,13,2.0
QUATRE EPICES MOULU,1.0,PC (1 KG),Epicerie,mercredi,2024-05,C,13,3.0
RAME PAPIER A4,3.0,PC (1 PC),Fournitures de Bureau,mardi,2024-05,B,13,23.0
REMANENT HERBE CF,4.0,PC (1 PC),Hygiène,samedi,2024-05,B,13,10.0
ROQUETTE SALADE BARQUETTE,0.7999999999999999,KG,Legumes Frais,jeudi,2024-05,A,13,5.9
ROULEAU CAISSE 80*80,205.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-05,A,13,205.0
ROULEAU DE 750 ETIQUETTE BLANC,2.0,PC,Consommable,samedi,2024-05,C,13,16.0
ROULEAU TPE,230.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-05,A,13,286.0
SALADE LAITUE TUN,247.7,KG (1 KG),Legumes Frais,mercredi,2024-05,A,13,393.7
SANEX,65.0,PC (1 PC),Hygiène,mercredi,2024-05,A,13,100.0
SANIT SURF,34.0,PC (1 PC),Hygiène,mercredi,2024-05,A,13,51.0
SAUCE A L'AIL PB,11.0,L (1 KG),Epicerie,mercredi,2024-05,A,13,11.0
SAUCE BARBECUE PB,5.0,KG,Epicerie,vendredi,2024-05,D,13,15.0
SAUCE MAYONNAISE PESTO PB,11.0,L (1 L),Epicerie,mercredi,2024-05,A,13,11.0
SAUCE PESTO PB,5.0,KG (1 KG),Epicerie,mercredi,2024-05,A,13,5.0
SAUCE PLAN B 5KG,15.0,SEAU (1000 GR),Epicerie,vendredi,2024-05,B,13,25.0
SCHWEPPES TONIC 24 CL,12.0,PC,Eaux et Sodas,mardi,2024-05,D,13,31.0
SEL FIN DE TABLE,12.0,PC (1 KG),Epicerie,lundi,2024-05,B,13,23.0
SERPILLERE,81.0,PC (1 PC),Hygiène,mercredi,2024-05,A,13,122.0
SERVIETTE 30*30 CIGUSTA,48.0,PC (1 PC),Consommable,dimanche,2024-05,B,13,192.0
SERVIETTE 30*30 MF,15.0,PQT (1 PQT),Consommable,vendredi,2024-05,B,13,74.0
SIROP DE VANILLE 1L MONIN,1.0,PC (700 ML),Pâtisseries,vendredi,2024-05,C,13,3.0
SUCRE EN SACHET CI-GUSTA,20.0,PC (1 PC),Cafe,jeudi,2024-05,B,13,120.0
SUCRE EN SACHET DAILY BREAK,150.0,PC (1 KG),Cafe,mercredi,2024-05,A,13,230.0
THON EN BOITES,87.0,BTE (2.05 KG),Conserve de Poisson,mercredi,2024-05,A,13,164.0
TIC TAC MENTHE,12.0,PC,Epicerie,vendredi,2024-05,D,13,36.0
TIC TAC ORANGE,12.0,PC (1 PC),Epicerie,vendredi,2024-05,D,13,36.0
TIC TAC STRAWBERRY MIX,12.0,PC (1 PC),Epicerie,vendredi,2024-05,D,13,60.0
TOMATE CERISES,7.3,KG (1 KG),Legumes Frais,mercredi,2024-05,A,13,24.95
TOMATE CONCENTRE 4/4,12.0,PC,Epicerie,lundi,2024-05,D,13,24.0
TOMATE FRAICHE,310.4,KG (1 KG),Legumes Frais,mercredi,2024-05,A,13,526.85
TOMATES SECHEES,0.5,PC (1000 GR),Epicerie,mercredi,2024-05,B,13,5.0
TOQUE CHEF,2.0,PC (1 PC),Hygiène,dimanche,2024-05,C,13,6.0
VIANDE HACHEE SPECIAL RESTO,52.4,PC (1 KG),Viandes Fraiches,mercredi,2024-05,A,13,191.07
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,8.1,KG (1000 GR),Viandes Fraiches,jeudi,2024-05,A,13,11.0
VINAIGRE 1L,6.0,L (1000 GR),Epicerie,vendredi,2024-05,D,13,12.0
AJAX VITRE,16.0,PC (1 PC),Hygiène,samedi,2024-05,A,14,32.0
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,lundi,2024-05,B,14,4.0
AMANDES GRILEES SALEES 70GR,24.0,PC (1 PC),Fruits Secs,samedi,2024-05,B,14,84.0
AMSTEL BEER BLLE 33CL,144.0,BTL (1 BTL),Alcools,jeudi,2024-05,B,14,432.0
ASEPCLOR,15.0,PC (1 PC),Hygiène,lundi,2024-05,A,14,60.0
AUBERGINE LEGUME,5.5,KG (1 KG),Legumes Frais,mercredi,2024-05,A,14,17.85
BACON BOEUF FUME TRANCHES ( 300GR),6.3,KG (1000 GR),Viandes Fraiches,samedi,2024-05,A,14,6.9
BACON DE DINDE TRANCHES (1 - 1.5 KG),26.0,KG,Charcuterie,dimanche,2024-05,B,14,43.0
BACTYGEL 703 CF,3.0,BTL (1 BTL),Hygiène,jeudi,2024-05,B,14,4.0
