Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
ROQUETTE SALADE BARQUETTE,0.5,KG (1 KG),Legumes Frais,mercredi,2024-05,A,15,5.9
ROULEAU DE 750 ETIQUETTE BLANC,2.0,PC,Consommable,lundi,2024-05,C,15,16.0
SAC SOUS VIDE LISSE 20*30,600.0,PC (1 PC),Consommable,vendredi,2024-05,A,15,1800.0
SAC SOUS VIDE LISSE 30*30,600.0,PC (1 PC),Consommable,vendredi,2024-05,A,15,1100.0
SAC SOUS VIDE LISSE 40*40,100.0,PC (1 PC),Consommable,vendredi,2024-05,B,15,900.0
SANEX,64.0,PC (1 PC),Hygiène,mardi,2024-05,A,15,100.0
SAUCE A L'AIL PB,10.0,L (1 KG),Epicerie,mardi,2024-05,A,15,11.0
SAUCE MAYONNAISE PESTO PB,10.0,L (1 L),Epicerie,mardi,2024-05,A,15,11.0
SAUCE PESTO PB,4.0,KG (1 KG),Epicerie,mardi,2024-05,A,15,5.0
SIROP DE CARAMEL 1L MONIN,1.0,PC (1000 ML),Pâtisseries,mardi,2024-05,B,15,5.0
THE SANS SUCRE 0.9g,180.0,PC,THE,mardi,2024-05,B,15,1080.0
THYM MOULU,1.0,PC (1 KG),Epicerie,lundi,2024-05,D,15,2.0
TOMATES SECHEES,0.4,PC (1000 GR),Epicerie,dimanche,2024-05,B,15,5.0
TOQUE CHEF,2.0,PC (1 PC),Hygiène,mardi,2024-05,C,15,6.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,4.8,KG (1000 GR),Viandes Fraiches,mardi,2024-05,A,15,11.0
VINAIGRE 1L,7.0,L (1000 GR),Epicerie,lundi,2024-05,D,15,12.0
sucre en buchette MF 10kg,10.0,KG,Epicerie,mardi,2024-05,C,15,10.0
AIL,1.0,KG (1 KG),Legumes Frais,jeudi,2024-06,B,16,8.3
ANANAS PCES,102.0,PC (1 PC),Fruits & Legumes Frais,vendredi,2024-05,A,16,172.0
AUBERGINE LEGUME,15.0,KG (1 KG),Legumes Frais,samedi,2024-06,A,16,17.85
BACON BOEUF FUME TRANCHES ( 300GR),2.1,KG (1000 GR),Viandes Fraiches,samedi,2024-06,A,16,6.9
BASILIC BARQUETTE,4.5,KG (1 KG),Legumes Frais,vendredi,2024-05,A,16,11.05
BEURRE MARGARINE  KG,31.5,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-06,C,16,40.5
BOITE FRAPPE CAFE 1.36KG MONIN,1.0,BTE (1360 GR),Pâtisseries,dimanche,2024-06,C,16,6.0
BOITE FRAPPE VANILLE 1.36KG MONIN,1.0,KG (1 KG),Pâtisseries,samedi,2024-06,C,16,6.0
BOUTEILLE DE VINAIGRETTE 250ML,4.0,PC (250 GR),Epicerie,dimanche,2024-06,A,16,16.0
CELTIA FUT DE 50L,1.0,PC (50 L),Alcools,mardi,2024-06,B,16,6.0
CHAPLUR,5.0,PC (1 KG),Epicerie,jeudi,2024-06,C,16,16.0
CHOCOLAT CHAUD EN POUDRE,1.0,KG (1 KG),Cafe,mardi,2024-06,B,16,7.0
CHOUX ROUGE,3.2,PC (1 PC),Legumes Frais,mardi,2024-06,A,16,9.6
CITRON,9.4,KG (1 KG),Legumes Frais,dimanche,2024-06,A,16,16.75
CITRON SALLE,15.0,KG (1 KG),Legumes Frais,mercredi,2024-06,B,16,28.0
COIFFE EN PAPIER,500.0,PC (1 PC),Hygiène,samedi,2024-06,B,16,1100.0
CORNICHON FRAIS,10.0,KG (1 KG),Legumes Frais,samedi,2024-06,B,16,12.0
COURGETTE,22.7,KG,Legumes Frais,vendredi,2024-05,A,16,28.6
COUVERCLE AVEC TROU BOMBE 95KY,100.0,PC,Consommable,jeudi,2024-06,B,16,3300.0
CREME DE BALSAMIQUE,1.0,BTL (1 ML),Epicerie,mardi,2024-06,D,16,10.0
CUILLIERE NOIRE EJEM,1000.0,PC,Consommable,jeudi,2024-06,A,16,4900.0
FANTA PET 0.5 L,1.0,PC,Eaux et Sodas,vendredi,2024-05,A,16,699.0
FOURCHETTE NOIRE EMBALEE EJEM,3500.0,PC,Consommable,samedi,2024-06,A,16,10000.0
FROMAGE GORGONZELA,1.05,PC (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,13.0
FROMAGE MAASDAM EN BLOC PB,35.0,KG (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,65.5
FROMAGE PARMESAN PB,1.2000000000000002,KG (0.2 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,3.8
FUT HEINEKEIN,140.0,PC (1 L),Alcools,samedi,2024-06,B,16,240.0
HARISSA 450G,8.0,BTE (1 BTE),Epicerie,vendredi,2024-05,C,16,17.0
JAMBON DE BOEUF FUME,10.6,KG (1 KG),Charcuterie,samedi,2024-06,A,16,18.1
JAMBON DE DINDE,29.05,PC (1 KG),Charcuterie,samedi,2024-06,A,16,34.15
LEVURE CHIMIQUE,1.0,PC,Pâtisseries,lundi,2024-06,D,16,3.0
LOT CAFE GRAIN BARISTA,16.0,PC (1 KG),Cafe,lundi,2024-06,A,16,121.0
MAIS EN VRAC,1.0,PC (1 KG),Legumes Frais,lundi,2024-06,C,16,9.0
MANCHE A BALAIS,1.0,PC (1 PC),Hygiène,vendredi,2024-06,B,16,20.0
MARINADE EMINCE DE BOEUF 2KG,2.0,KG (1 KG),Epicerie,vendredi,2024-05,B,16,10.0
MELANGE EPICES VIANDE 500GR PB,0.5,KG (1 KG),Epicerie,vendredi,2024-05,D,16,2.0
MELANGE TENDER 2KG PB,1.0,KG (1 KG),Epicerie,vendredi,2024-05,B,16,13.0
MENTHE SECHE,0.18,KG (1 KG),Epicerie,dimanche,2024-06,D,16,2.0
MOUSSE CHOCOLAT,4.0,PC (1 PC),Pâtisseries,vendredi,2024-05,D,16,4.0
NAPPAGE,1.0,PC (1 PC),Pâtisseries,lundi,2024-06,C,16,14.0
NUTELLA 600GR,48.0,PC (1 PC),Pâtisseries,vendredi,2024-06,B,16,114.0
PAILLE BUBBLE TEA 12MM COLORE,3.0,PC,Consommable,jeudi,2024-06,C,16,1800.0
PAILLE ENVELOPPE 7.5MM COLORE,4.0,SCH (50 PC),Consommable,mardi,2024-06,B,16,47.0
PAILLE NOIR,10.0,PQT (1000 PC),Consommable,samedi,2024-06,A,16,39.0
PAPIER ALUM DE 100,1.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,9.0
PAPIER CUISSON 40*60,1.0,PC (500 PC),Consommable,vendredi,2024-06,C,16,4.0
PEPPERONI,1.5,KG (1 KG),Charcuterie,samedi,2024-06,A,16,4.8
PERSIL,2.65,KG,Legumes Frais,vendredi,2024-05,A,16,7.32999
PIMENT ROUGE SALLE,10.0,KG (1 KG),Legumes Frais,samedi,2024-06,B,16,20.0
POIVRE NOIR MOULU,2.0,PC (1 KG),Epicerie,samedi,2024-06,B,16,3.0
RACLETTE,1.0,PC (1 PC),Hygiène,vendredi,2024-06,B,16,7.0
RISTRETTO NSPRS,2700.0,PC (1 PC),Cafe,samedi,2024-06,A,16,6800.0
ROQUETTE FRAIS EN KG,1.3,KG,Legumes Frais,jeudi,2024-06,B,16,9.9
ROQUETTE SALADE BARQUETTE,3.6,KG,Legumes Frais,vendredi,2024-05,A,16,5.9
ROULEAU DE 750 ETIQUETTE BLANC,2.0,PC (1 PC),Consommable,samedi,2024-06,C,16,16.0
SAC SOUS VIDE LISSE 20*30,800.0,PC (1 PC),Consommable,mardi,2024-06,A,16,1800.0
SAC SOUS VIDE LISSE 30*30,300.0,PC (1 PC),Consommable,mardi,2024-06,A,16,1100.0
SAC SOUS VIDE LISSE 40*40,500.0,PC (1 PC),Consommable,mardi,2024-06,B,16,900.0
SANEX,68.0,PC (1 PC),Hygiène,samedi,2024-06,A,16,100.0
SAUCE A L'AIL PB,8.0,L (1 KG),Epicerie,dimanche,2024-06,A,16,11.0
SAUCE AU POIVRE SAC 500GR PB,0.5,KG (1 SAC),Epicerie,vendredi,2024-05,B,16,5.0
SAUCE MAYONNAISE PESTO PB,4.0,L (1 L),Epicerie,mardi,2024-06,A,16,11.0
SAUCE PESTO PB,3.0,KG (1 KG),Epicerie,mardi,2024-06,A,16,5.0
SIROP DE CARAMEL 1L MONIN,1.0,PC (1000 ML),Pâtisseries,dimanche,2024-06,B,16,5.0
THE SANS SUCRE 0.9g,900.0,PC (1 PC),THE,samedi,2024-06,B,16,1080.0
TOMATES SECHEES,0.4,PC (1000 GR),Epicerie,dimanche,2024-06,B,16,5.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,6.3,KG (1000 GR),Viandes Fraiches,samedi,2024-06,A,16,11.0
VINAIGRE 1L,9.0,L (1000 GR),Epicerie,samedi,2024-06,D,16,12.0
sucre en buchette MF 10kg,1.0,KG,Epicerie,vendredi,2024-05,C,16,10.0
AIL,2.05,KG (1 KG),Legumes Frais,mardi,2024-06,B,17,8.3
AIL EN POUDRE,1.0,KG (1 KG),Fruits & Legumes Frais,mardi,2024-06,C,17,2.0
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,dimanche,2024-06,B,17,4.0
ANANAS PCES,87.0,PC (1 PC),Fruits & Legumes Frais,lundi,2024-06,A,17,172.0
AUBERGINE LEGUME,8.6,KG (1 KG),Legumes Frais,mercredi,2024-06,A,17,17.85
BACON BOEUF FUME TRANCHES ( 300GR),4.2,KG (1000 GR),Viandes Fraiches,mercredi,2024-06,A,17,6.9
BACTYGEL 703 CF,3.0,BTL (1 BTL),Hygiène,mercredi,2024-06,B,17,4.0
BASILIC BARQUETTE,1.6,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,11.05
BASILIC LA BOTTE,1.2,KG,Legumes Frais,mercredi,2024-06,C,17,3.2999
BEURRE MARGARINE  KG,13.5,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-06,C,17,40.5
BOUTEILLE DE VINAIGRETTE 250ML,6.0,PC (250 GR),Epicerie,mardi,2024-06,A,17,16.0
CELTIA FUT DE 50L,3.0,PC (50 L),Alcools,lundi,2024-06,B,17,6.0
CHAPLUR,5.0,PC (1 KG),Epicerie,vendredi,2024-06,C,17,16.0
CHOCOLAT CHAUD EN POUDRE,5.0,KG (1 KG),Cafe,mardi,2024-06,B,17,7.0
CHOUX ROUGE,4.65,PC (1 PC),Legumes Frais,mardi,2024-06,A,17,9.6
CITRON,7.3,KG (1 KG),Legumes Frais,vendredi,2024-06,A,17,16.75
CITRON SALLE,14.0,KG (1 KG),Legumes Frais,mercredi,2024-06,B,17,28.0
COIFFE EN PAPIER,100.0,PC (1 PC),Hygiène,jeudi,2024-06,B,17,1100.0
CORNICHON FRAIS,2.0,KG (1 KG),Legumes Frais,lundi,2024-06,B,17,12.0
COURGETTE,11.65,KG (1 KG),Legumes Frais,mardi,2024-06,A,17,28.6
COUTEAU A PAIN 20CM,2.0,PC (1 PC),Accessoire & couvert,lundi,2024-06,C,17,5.0
COUVERCLE AVEC TROU BOMBE 95KY,250.0,PC,Consommable,mardi,2024-06,B,17,3300.0
CREME DE BALSAMIQUE,2.0,BTL (1 ML),Epicerie,samedi,2024-06,D,17,10.0
CUILLIERE NOIRE EJEM,800.0,PC (1 PC),Consommable,lundi,2024-06,A,17,4900.0
FOURCHETTE NOIRE EMBALEE EJEM,3000.0,PC (1 PC),Consommable,lundi,2024-06,A,17,10000.0
FROMAGE GORGONZELA,0.9,PC (1 KG),Beurre Oeuf Fromage,mercredi,2024-06,A,17,13.0
FROMAGE MAASDAM EN BLOC PB,35.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-06,A,17,65.5
FROMAGE PARMESAN PB,1.6,KG (0.2 KG),Beurre Oeuf Fromage,mercredi,2024-06,A,17,3.8
FUT HEINEKEIN,180.0,PC (1 L),Alcools,mardi,2024-06,B,17,240.0
GOBLET 9 0Z MF,1200.0,PC (1 PC),Consommable,lundi,2024-06,A,17,1600.0
HARISSA 450G,16.0,BTE (1 BTE),Epicerie,mardi,2024-06,C,17,17.0
JAMBON DE BOEUF FUME,8.05,KG (1 KG),Charcuterie,vendredi,2024-06,A,17,18.1
JAMBON DE DINDE,16.95,PC (1 KG),Charcuterie,mardi,2024-06,A,17,34.15
LOT CAFE GRAIN BARISTA,3.0,PC (1 KG),Cafe,mercredi,2024-06,A,17,121.0
MAIS EN VRAC,2.0,PC (1 KG),Legumes Frais,mardi,2024-06,C,17,9.0
MANCHE A BALAIS,2.0,PC (1 PC),Hygiène,mardi,2024-06,B,17,20.0
MENTHE SECHE,0.3,KG (1 KG),Epicerie,mardi,2024-06,D,17,2.0
MOUSSE CHOCOLAT,3.0,PC (1 PC),Pâtisseries,mardi,2024-06,D,17,4.0
NAPPAGE,1.0,PC,Pâtisseries,dimanche,2024-06,C,17,14.0
NUTELLA 600GR,25.0,PC (1 PC),Pâtisseries,vendredi,2024-06,B,17,114.0
PAILLE BUBBLE TEA 12MM COLORE,200.0,PC,Consommable,samedi,2024-06,C,17,1800.0
PAILLE NOIR,1.0,PQT (1000 PC),Consommable,lundi,2024-06,A,17,39.0
PAPIER ALUM DE 100,5.0,PC (1 PC),Consommable,lundi,2024-06,B,17,9.0
PAPRIKA FORT,1.0,KG (1 KG),Epicerie,jeudi,2024-06,C,17,3.0
PEPPERONI,1.7999999999999998,KG (1 KG),Charcuterie,lundi,2024-06,A,17,4.8
PERSIL,1.2,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,7.32999
POCHETTE CROISSANT 15*7*29,2.0,PC (1000 PC),Consommable,jeudi,2024-06,C,17,4.0
RISTRETTO NSPRS,2750.0,PC (1 PC),Cafe,lundi,2024-06,A,17,6800.0
ROQUETTE FRAIS EN KG,1.0,KG,Legumes Frais,mercredi,2024-06,B,17,9.9
ROQUETTE SALADE BARQUETTE,0.95,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,5.9
ROULEAU DE 750 ETIQUETTE BLANC,2.0,PC (1 PC),Consommable,jeudi,2024-06,C,17,16.0
SAC SOUS VIDE LISSE 20*30,700.0,PC (1 PC),Consommable,mardi,2024-06,A,17,1800.0
SAC SOUS VIDE LISSE 30*30,700.0,PC (1 PC),Consommable,mardi,2024-06,A,17,1100.0
SAC SOUS VIDE LISSE 40*40,100.0,PC (1 PC),Consommable,mardi,2024-06,B,17,900.0
SANEX,24.0,PC (1 PC),Hygiène,vendredi,2024-06,A,17,100.0
SAUCE A L'AIL PB,8.0,L (1 KG),Epicerie,mardi,2024-06,A,17,11.0
SAUCE MAYONNAISE PESTO PB,7.0,L (1 L),Epicerie,mardi,2024-06,A,17,11.0
SAUCE PESTO PB,4.0,KG (1 KG),Epicerie,mardi,2024-06,A,17,5.0
THE SANS SUCRE 0.9g,180.0,PC,THE,mercredi,2024-06,B,17,1080.0
THYM MOULU,1.0,PC (1 KG),Epicerie,mardi,2024-06,D,17,2.0
TOQUE CHEF,3.0,PC (1 PC),Hygiène,mardi,2024-06,C,17,6.0
VARIANTES,3.0,KG (1 KG),Legumes Frais,mardi,2024-06,D,17,10.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,3.9,KG (1000 GR),Viandes Fraiches,mercredi,2024-06,A,17,11.0
VINAIGRE 1L,5.0,L (1000 GR),Epicerie,mercredi,2024-06,D,17,12.0
sucre en buchette MF 10kg,1.0,KG,Epicerie,samedi,2024-06,C,17,10.0
AIL,0.95,KG (1 KG),Legumes Frais,mercredi,2024-06,B,18,8.3
AMANDE EFFILEE,3.0,PC (1 KG),Fruits Secs,jeudi,2024-06,B,18,4.0
ANANAS PCES,57.0,PC (1 PC),Fruits & Legumes Frais,jeudi,2024-06,A,18,172.0
AUBERGINE LEGUME,5.15,KG (1 KG),Legumes Frais,lundi,2024-06,A,18,17.85
BACON BOEUF FUME TRANCHES ( 300GR),3.3,KG (1000 GR),Viandes Fraiches,dimanche,2024-06,A,18,6.9
BACTYGEL 703 CF,1.0,BTL (1 BTL),Hygiène,lundi,2024-06,B,18,4.0
BASILIC BARQUETTE,1.9,KG (1 KG),Legumes Frais,lundi,2024-06,A,18,11.05
BASILIC LA BOTTE,2.15,KG (1 KG),Legumes Frais,vendredi,2024-06,C,18,3.2999
BEURRE MARGARINE  KG,36.0,PC (1 KG),Beurre Oeuf Fromage,vendredi,2024-06,C,18,40.5
BOITE FRAPPE VANILLE 1.36KG MONIN,2.0,KG (1 KG),Pâtisseries,vendredi,2024-06,C,18,6.0
BOUTEILLE DE VINAIGRETTE 250ML,16.0,PC (250 GR),Epicerie,jeudi,2024-06,A,18,16.0
CAPRE VRAC,5.0,KG (1 KG),Legumes Frais,vendredi,2024-06,B,18,9.0
CELTIA FUT DE 50L,1.0,PC (50 L),Alcools,vendredi,2024-06,B,18,6.0
CHAPLUR,5.0,PC (1 KG),Epicerie,samedi,2024-06,C,18,16.0
CHOCOLAT CHAUD EN POUDRE,2.0,KG (1 KG),Cafe,vendredi,2024-06,B,18,7.0
CHOUX ROUGE,4.8,PC (1 PC),Legumes Frais,vendredi,2024-06,A,18,9.6
CITRON,7.6,KG (1 KG),Legumes Frais,vendredi,2024-06,A,18,16.75
CITRON SALLE,12.0,KG (1 KG),Legumes Frais,jeudi,2024-06,B,18,28.0
COIFFE EN PAPIER,300.0,PC (1 PC),Hygiène,mercredi,2024-06,B,18,1100.0
CORNICHON FRAIS,12.0,KG,Legumes Frais,jeudi,2024-06,B,18,12.0
COURGETTE,9.2,KG (1 KG),Legumes Frais,lundi,2024-06,A,18,28.6
COUTEAU A PAIN 20CM,2.0,PC,Accessoire & couvert,mercredi,2024-06,C,18,5.0
CREME DE BALSAMIQUE,1.0,BTL (1 ML),Epicerie,vendredi,2024-06,D,18,10.0
CUILLIERE NOIRE EJEM,2000.0,PC (1 PC),Consommable,vendredi,2024-06,A,18,4900.0
DATTE EN VRAC,2.0,KG (1 KG),Fruits & Legumes Frais,dimanche,2024-06,B,18,18.3
FOURCHETTE NOIRE EMBALEE EJEM,7500.0,PC (1 PC),Consommable,jeudi,2024-06,A,18,10000.0
FROMAGE GORGONZELA,0.8999999999999999,PC (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,18,13.0
FROMAGE MAASDAM EN BLOC PB,40.0,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-06,A,18,65.5
FROMAGE PARMESAN PB,1.6,KG (0.2 KG),Beurre Oeuf Fromage,vendredi,2024-06,A,18,3.8
FUT HEINEKEIN,100.0,PC (1 L),Alcools,dimanche,2024-06,B,18,240.0
GOBLET 9 0Z MF,1300.0,PC (1 PC),Consommable,mercredi,2024-06,A,18,1600.0
HARISSA 450G,15.0,BTE,Epicerie,mercredi,2024-06,C,18,17.0
JAMBON DE BOEUF FUME,8.55,KG (1 KG),Charcuterie,vendredi,2024-06,A,18,18.1
JAMBON DE DINDE,34.15,PC (1 KG),Charcuterie,vendredi,2024-06,A,18,34.15
JOUR ET NUIT ROUGE 1/2,48.0,PC (1 PC),Alcools,mercredi,2024-06,C,18,48.0
MAIS EN VRAC,1.0,PC (1 KG),Legumes Frais,jeudi,2024-06,C,18,9.0
MARINADE EMINCE DE BOEUF 2KG,8.0,KG (1 KG),Epicerie,jeudi,2024-06,B,18,10.0
MELANGE EPICES VIANDE 500GR PB,0.5,KG (1 KG),Epicerie,jeudi,2024-06,D,18,2.0
MELANGE TENDER 2KG PB,12.0,KG (1 KG),Epicerie,jeudi,2024-06,B,18,13.0
MIEL DOUX & FRAIS,5.0,PC (1 PC),Epicerie,mardi,2024-06,C,18,11.0
MOUSSE CHOCOLAT,2.0,PC (1 PC),Pâtisseries,vendredi,2024-06,D,18,4.0
NAPPAGE,3.0,PC,Pâtisseries,dimanche,2024-06,C,18,14.0
NOISETTE GRILLEE CONCASSEE,3.0,PC (1 KG),Fruits Secs,vendredi,2024-06,D,18,3.0
NUTELLA 600GR,30.0,PC (1 PC),Pâtisseries,vendredi,2024-06,B,18,114.0
PAILLE NOIR,6.0,PQT (1000 PC),Consommable,vendredi,2024-06,A,18,39.0
PAPIER ALUM DE 100,3.0,PC (1 PC),Consommable,samedi,2024-06,B,18,9.0
PAPRIKA DOUX,3.0,KG (1 KG),Fruits & Legumes Frais,mardi,2024-06,C,18,3.0
PEPPERONI,1.2,KG (1 KG),Charcuterie,jeudi,2024-06,A,18,4.8
PERSIL,2.8,KG (1 KG),Legumes Frais,dimanche,2024-06,A,18,7.32999
PIMENT ROUGE SALLE,10.0,KG,Legumes Frais,samedi,2024-06,B,18,20.0
PISTACHE CONCASSEE,1.0,PC (1000 GR),Fruits Secs,vendredi,2024-06,C,18,4.0
POCHETTE CROISSANT 15*7*29,2.0,PC (1000 PC),Consommable,jeudi,2024-06,C,18,4.0
POIVRE NOIR MOULU,2.0,PC (1 KG),Epicerie,vendredi,2024-06,B,18,3.0
QUATRE EPICES MOULU,3.0,PC (1 KG),Epicerie,jeudi,2024-06,C,18,3.0
RISTRETTO NSPRS,550.0,PC (1 PC),Cafe,jeudi,2024-06,A,18,6800.0
ROQUETTE FRAIS EN KG,4.65,KG,Legumes Frais,jeudi,2024-06,B,18,9.9
ROULEAU DE 750 ETIQUETTE BLANC,2.0,PC (1 PC),Consommable,mercredi,2024-06,C,18,16.0
ROULEAU THERMIQUE BALANCE,10.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-06,D,18,30.0
SAC SOUS VIDE LISSE 20*30,700.0,PC (1 PC),Consommable,vendredi,2024-06,A,18,1800.0
SAC SOUS VIDE LISSE 30*30,700.0,PC (1 PC),Consommable,vendredi,2024-06,A,18,1100.0
SAC SOUS VIDE LISSE 40*40,500.0,PC (1 PC),Consommable,lundi,2024-06,B,18,900.0
SANEX,40.0,PC (1 PC),Hygiène,vendredi,2024-06,A,18,100.0
SAUCE A L'AIL PB,10.0,L (1 KG),Epicerie,jeudi,2024-06,A,18,11.0
SAUCE AU POIVRE SAC 500GR PB,4.5,KG (1 SAC),Epicerie,jeudi,2024-06,B,18,5.0
SAUCE MAYONNAISE PESTO PB,10.0,L (1 L),Epicerie,jeudi,2024-06,A,18,11.0
SAUCE PESTO PB,5.0,KG (1 KG),Epicerie,jeudi,2024-06,A,18,5.0
THE SANS SUCRE 0.9g,180.0,PC (1 PC),THE,samedi,2024-06,B,18,1080.0
TOMATES SECHEES,0.8,PC (1000 GR),Epicerie,mercredi,2024-06,B,18,5.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,3.9,KG (1000 GR),Viandes Fraiches,vendredi,2024-06,A,18,11.0
VINAIGRE 1L,10.0,L (1000 GR),Epicerie,vendredi,2024-06,D,18,12.0
sucre en buchette MF 10kg,1.0,KG,Epicerie,vendredi,2024-06,C,18,10.0
AIL,2.6,KG (1 KG),Legumes Frais,mardi,2024-07,B,19,8.3
AMANDE EFFILEE,2.0,PC (1 KG),Fruits Secs,jeudi,2024-07,B,19,4.0
ANANAS PCES,117.0,PC (1 PC),Fruits & Legumes Frais,dimanche,2024-06,A,19,172.0
AUBERGINE LEGUME,17.6,KG,Legumes Frais,dimanche,2024-06,A,19,17.85
BACON BOEUF FUME TRANCHES ( 300GR),3.6,KG (1000 GR),Viandes Fraiches,dimanche,2024-06,A,19,6.9
BACTYGEL 703 CF,2.0,BTL (1 BTL),Hygiène,mardi,2024-07,B,19,4.0
BASILIC BARQUETTE,5.05,KG (1 KG),Legumes Frais,lundi,2024-07,A,19,11.05
BEURRE MARGARINE  KG,9.0,PC (1 KG),Beurre Oeuf Fromage,mardi,2024-07,C,19,40.5
BOITE FRAPPE CAFE 1.36KG MONIN,1.0,BTE (1360 GR),Pâtisseries,dimanche,2024-07,C,19,6.0
BOITE FRAPPE VANILLE 1.36KG MONIN,6.0,KG (1 KG),Pâtisseries,lundi,2024-07,C,19,6.0
BOUTEILLE DE VINAIGRETTE 250ML,11.0,PC (250 GR),Epicerie,mardi,2024-07,A,19,16.0
CAPRE VRAC,1.0,KG,Legumes Frais,dimanche,2024-06,B,19,9.0
CELTIA FUT DE 50L,4.0,PC (50 L),Alcools,mardi,2024-07,B,19,6.0
CHAPLUR,5.0,PC (1 KG),Epicerie,mardi,2024-07,C,19,16.0
CHOUX ROUGE,3.3,PC (1 PC),Legumes Frais,dimanche,2024-06,A,19,9.6
CITRON,7.85,KG (1 KG),Legumes Frais,lundi,2024-07,A,19,16.75
CITRON SALLE,21.0,KG (1 KG),Legumes Frais,mardi,2024-07,B,19,28.0
COIFFE EN PAPIER,700.0,PC,Hygiène,dimanche,2024-06,B,19,1100.0
COURGETTE,14.55,KG (1 KG),Legumes Frais,dimanche,2024-06,A,19,28.6
COUTEAU A PAIN 20CM,1.0,PC (1 PC),Accessoire & couvert,vendredi,2024-07,C,19,5.0
CREME DE BALSAMIQUE,4.0,BTL (1 ML),Epicerie,mardi,2024-07,D,19,10.0
CUILLIERE NOIRE EJEM,1300.0,PC,Consommable,lundi,2024-07,A,19,4900.0
DATTE EN VRAC,2.0,KG (1 KG),Fruits & Legumes Frais,dimanche,2024-06,B,19,18.3
EPINARD,2.0,KG (1 KG),Legumes Frais,samedi,2024-07,B,19,12.15
FOURCHETTE NOIRE EMBALEE EJEM,3000.0,PC (1 PC),Consommable,mardi,2024-07,A,19,10000.0
FROMAGE GORGONZELA,1.35,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-07,A,19,13.0
FROMAGE MAASDAM EN BLOC PB,35.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-07,A,19,65.5
FROMAGE PARMESAN PB,1.4,KG (0.2 KG),Beurre Oeuf Fromage,mardi,2024-07,A,19,3.8
FUT HEINEKEIN,120.0,PC (1 L),Alcools,mercredi,2024-07,B,19,240.0
GOBLET 9 0Z MF,400.0,PC (1 PC),Consommable,lundi,2024-07,A,19,1600.0
JAMBON DE BOEUF FUME,12.5,KG (1 KG),Charcuterie,lundi,2024-07,A,19,18.1
JAMBON DE DINDE,25.65,PC (1 KG),Charcuterie,dimanche,2024-06,A,19,34.15
LEVURE CHIMIQUE,1.0,PC,Pâtisseries,vendredi,2024-07,D,19,3.0
MAIS EN VRAC,3.0,PC (1 KG),Legumes Frais,jeudi,2024-07,C,19,9.0
MANCHE A BALAIS,4.0,PC,Hygiène,dimanche,2024-06,B,19,20.0
MARINADE EMINCE DE BOEUF 2KG,8.0,KG (1 KG),Epicerie,mardi,2024-07,B,19,10.0
MELANGE EPICES VIANDE 500GR PB,2.0,KG,Epicerie,mardi,2024-07,D,19,2.0
MELANGE TENDER 2KG PB,13.0,KG (1 KG),Epicerie,mardi,2024-07,B,19,13.0
MENTHE SECHE,1.0,KG (1 KG),Epicerie,mardi,2024-07,D,19,2.0
MOUSSE CHOCOLAT,2.0,PC (1 PC),Pâtisseries,lundi,2024-07,D,19,4.0
NAPPAGE,2.0,PC (1 PC),Pâtisseries,jeudi,2024-07,C,19,14.0
NOISETTE GRILLEE CONCASSEE,1.0,PC (1 KG),Fruits Secs,mardi,2024-07,D,19,3.0
NUTELLA 600GR,27.0,PC (1 PC),Pâtisseries,lundi,2024-07,B,19,114.0
PAILLE BUBBLE TEA 12MM COLORE,797.0,PC,Consommable,dimanche,2024-06,C,19,1800.0
PAILLE NOIR,7.0,PQT (1000 PC),Consommable,dimanche,2024-06,A,19,39.0
PAPIER ALUM DE 100,3.0,PC (1 PC),Consommable,lundi,2024-07,B,19,9.0
PAPIER CUISSON 40*60,4.0,PC (500 PC),Consommable,dimanche,2024-06,C,19,4.0
PEPPERONI,2.0,KG (1 KG),Charcuterie,samedi,2024-07,A,19,4.8
PERSIL,1.5,KG (1 KG),Legumes Frais,mercredi,2024-07,A,19,7.32999
PIMENT ROUGE SALLE,8.0,KG (1 KG),Legumes Frais,mercredi,2024-07,B,19,20.0
